x            y_obs        weight       y_calc       y_bkg        
28.14        58.693       0.01704      55.347       1.0          
28.15        55.0         0.01818      55.641       1.0          
28.16        63.0         0.01587      55.932       1.0          
28.17        49.0         0.02041      56.218       1.0          
28.18        66.0         0.01515      56.5         1.0          
28.19        54.0         0.01852      56.777       1.0          
28.2         64.1         0.0156       57.05        1.0          
28.21        56.0         0.01786      57.317       1.0          
28.22        62.0         0.01613      57.58        1.0          
28.23        51.0         0.01961      57.837       1.0          
28.24        71.0         0.01408      58.088       1.0          
28.25        54.0         0.01852      58.334       1.0          
28.26        64.0         0.01562      58.574       1.0          
28.27        58.0         0.01724      58.807       1.0          
28.28        64.07        0.01561      59.035       1.0          
28.29        50.512       0.0198       59.256       1.0          
28.3         61.941       0.01614      59.471       1.0          
28.31        50.357       0.01986      59.678       1.0          
28.32        60.0         0.01667      59.879       1.0          
28.33        54.146       0.01847      60.073       1.0          
28.34        66.52        0.01503      60.26        1.0          
28.35        52.878       0.01891      60.439       1.0          
28.36        65.0         0.01538      60.611       1.0          
28.37        55.0         0.01818      60.775       1.0          
28.38        74.863       0.01336      60.932       1.0          
28.39        55.16        0.01813      61.08        1.0          
28.4         69.441       0.0144       61.221       1.0          
28.41        54.0         0.01852      61.353       1.0          
28.42        66.954       0.01494      61.477       1.0          
28.43        61.186       0.01634      61.593       1.0          
28.44        65.0         0.01538      61.7         1.0          
